Código del Gran Grupo;Nombre del Gran Grupo;Código del Subgrupo Principal;Nombre del Subgrupo Principal;Código del Subgrupo;Nombre del Subgrupo;Código del Grupo Primario;Nombre del Grupo Primario;Código de la Ocupación;Nombre de la Ocupación;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;734;Cesteros, mimbreros y sombrereros artesanales;7342;Sombrereros artesanales;73420;Sombrereros artesanales / Sombrereras artesanales;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;735;Artesanos que realizan trabajos en madera;7351;Talladores de piezas artesanales de madera;73510;Talladores de piezas artesanales de madera / Talladoras de piezas artesanales de madera;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;735;Artesanos que realizan trabajos en madera;7352;Decoradores de piezas artesanales en madera;73520;Decoradores de piezas artesanales en madera / Decoradoras de piezas artesanales en madera;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;736;Joyeros, orfebres, plateros y bisuteros;7361;Joyeros;73610;Joyeros / Joyeras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;736;Joyeros, orfebres, plateros y bisuteros;7362;Orfebres y plateros;73620;Orfebres y plateros / Orfebres y plateras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;736;Joyeros, orfebres, plateros y bisuteros;7363;Bisuteros;73630;Bisuteros / Bisuteras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;737;Artesanos del cuero;7370;Artesanos del cuero;73700;Artesanos del cuero / Artesanas del cuero;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;739;Artesanos no clasificados en otros grupos primarios;7391;Artesanos de papel;73910;Artesanos de papel / Artesanas de papel;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;739;Artesanos no clasificados en otros grupos primarios;7392;Artesanos del hierro y otros metales;73920;Artesanos del hierro y otros metales / Artesanas del hierro y otros metales;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;739;Artesanos no clasificados en otros grupos primarios;7393;Artesanos de las semillas y cortezas vegetales;73930;Artesanos de las semillas y cortezas vegetales / Artesanas de las semillas y cortezas vegetales;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;739;Artesanos no clasificados en otros grupos primarios;7399;Artesanos de otros materiales no clasificados en otros grupos primarios;73991;Artesanos de trabajos en materiales líticos / Artesanas de trabajos en materiales líticos;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;73;ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS Y AFINES;739;Artesanos no clasificados en otros grupos primarios;7399;Artesanos de otros materiales no clasificados en otros grupos primarios;73999;Artesanos de otros materiales no clasificados en otras ocupaciones / Artesanas de otros materiales no clasificados en otras ocupaciones;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;741;Instaladores y reparadores de equipos eléctricos;7411;Electricistas de obra, residenciales y afines;74111;Electricistas de obra, residenciales y afines;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;741;Instaladores y reparadores de equipos eléctricos;7411;Electricistas de obra, residenciales y afines;74112;Ayudantes electricistas;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;741;Instaladores y reparadores de equipos eléctricos;7412;Mecánicos y ajustadores electricistas;74121;Electricistas industriales;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;741;Instaladores y reparadores de equipos eléctricos;7412;Mecánicos y ajustadores electricistas;74122;Reparadores de aparatos electrodomésticos / Reparadoras de aparatos electrodomésticos;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;741;Instaladores y reparadores de equipos eléctricos;7412;Mecánicos y ajustadores electricistas;74123;Mecánicos electricistas / Mecánicas electricistas;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;741;Instaladores y reparadores de equipos eléctricos;7413;Instaladores y reparadores de líneas eléctricas;74130;Instaladores y reparadores de líneas eléctricas / Instaladoras y reparadoras de líneas eléctricas;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;742;Instaladores y reparadores de equipos electrónicos y de telecomunicaciones;7421;Ajustadores, reparadores e instaladores en electrónica;74210;Ajustadores, reparadores e instaladores en electrónica / Ajustadoras, reparadoras e instaladoras en electrónica;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;742;Instaladores y reparadores de equipos electrónicos y de telecomunicaciones;7422;Instaladores y reparadores en tecnología de la información y las comunicaciones;74221;Técnicos instaladores de redes y líneas de telecomunicaciones / Técnicas instaladoras de redes y líneas de telecomunicaciones;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;742;Instaladores y reparadores de equipos electrónicos y de telecomunicaciones;7422;Instaladores y reparadores en tecnología de la información y las comunicaciones;74222;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones / Auxiliares técnicas de instalación, mantenimiento y reparación de sistemas de telecomunicaciones;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;74;OFICIALES Y OPERARIOS DE ELECTRICIDAD Y ELECTRÓNICA;742;Instaladores y reparadores de equipos electrónicos y de telecomunicaciones;7422;Instaladores y reparadores en tecnología de la información y las comunicaciones;74223;Operarios de mantenimiento y servicio de televisión por cable / Operarias de mantenimiento y servicio de televisión por cable;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;751;Oficiales y operarios de procesamiento de alimentos y afines;7511;Carniceros, pescaderos y afines;75110;Carniceros, pescaderos y afines / Carniceras, pescaderas y afines;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;751;Oficiales y operarios de procesamiento de alimentos y afines;7512;Panaderos, pasteleros, confiteros y paneleros;75121;Panaderos, pasteleros y confiteros / Panaderas, pasteleras y confiteras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;751;Oficiales y operarios de procesamiento de alimentos y afines;7512;Panaderos, pasteleros, confiteros y paneleros;75122;Paneleros / Paneleras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;751;Oficiales y operarios de procesamiento de alimentos y afines;7513;Operarios de la elaboración de productos lácteos;75130;Operarios de la elaboración de productos lácteos / Operarias de la elaboración de productos lácteos;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;751;Oficiales y operarios de procesamiento de alimentos y afines;7514;Operarios de la conservación de frutas, legumbres, verduras y afines;75140;Operarios de la conservación de frutas, legumbres, verduras y afines / Operarias de la conservación de frutas, legumbres, verduras y afines;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;751;Oficiales y operarios de procesamiento de alimentos y afines;7515;Catadores y clasificadores de alimentos y bebidas;75150;Catadores y clasificadores de alimentos y bebidas / Catadoras y clasificadoras de alimentos y bebidas;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;751;Oficiales y operarios de procesamiento de alimentos y afines;7516;Preparadores y elaboradores de cigarros y productos del tabaco;75160;Preparadores y elaboradores de cigarros y productos del tabaco / Preparadoras y elaboradoras de cigarros y productos del tabaco;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;752;Oficiales y operarios del tratamiento de la madera, ebanistas y afines;7521;Operarios del tratamiento de la madera;75210;Operarios del tratamiento de la madera / Operarias del tratamiento de la madera;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;752;Oficiales y operarios del tratamiento de la madera, ebanistas y afines;7522;Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca);75220;Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca) / Ebanistas y carpinteras (excluye carpinteras de armar y de obra blanca);
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;752;Oficiales y operarios del tratamiento de la madera, ebanistas y afines;7523;Ajustadores y operadores de máquinas para trabajar madera;75230;Ajustadores y operadores de máquinas para trabajar madera / Ajustadoras y operadoras de máquinas para trabajar madera;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;753;Oficiales y operarios de la confección y afines;7531;Sastres, modistos, peleteros y sombrereros;75310;Sastres, modistos, peleteros y sombrereros / Sastresas, modistas, peleteras y sombrereras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;753;Oficiales y operarios de la confección y afines;7532;Patronistas y cortadores de tela, cuero y afines;75321;Patronistas de productos de tela, cuero y piel;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;753;Oficiales y operarios de la confección y afines;7532;Patronistas y cortadores de tela, cuero y afines;75322;Cortadores de tela, cuero y piel / Cortadoras de tela, cuero y piel;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;753;Oficiales y operarios de la confección y afines;7533;Costureros, bordadores y afines;75330;Costureros, bordadores y afines / Costureras, bordadoras y afines;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;753;Oficiales y operarios de la confección y afines;7534;Tapiceros, colchoneros y afines;75340;Tapiceros, colchoneros y afines / Tapiceras, colchoneras y afines;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;753;Oficiales y operarios de la confección y afines;7535;Apelambradores, pellejeros y curtidores;75350;Apelambradores, pellejeros y curtidores / Apelambradoras, pellejeras y curtidoras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;753;Oficiales y operarios de la confección y afines;7536;Zapateros y afines;75360;Zapateros y afines / Zapateras y afines;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7541;Buzos;75410;Buzos / Buzas;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7542;Dinamiteros y pegadores;75420;Dinamiteros y pegadores / Dinamiteras y pegadoras;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7543;Clasificadores y probadores de productos (excluyendo alimentos y bebidas);75431;Analistas de calidad de textiles;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7543;Clasificadores y probadores de productos (excluyendo alimentos y bebidas);75432;Inspectores de control de calidad, fabricación de productos de tela, piel y cuero / Inspectoras de control de calidad, fabricación de productos de tela, piel y cuero;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7543;Clasificadores y probadores de productos (excluyendo alimentos y bebidas);75433;Inspectores de control de calidad, procesamiento de la madera / Inspectoras de control de calidad, procesamiento de la madera;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7543;Clasificadores y probadores de productos (excluyendo alimentos y bebidas);75439;Clasificadores y probadores de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones / Clasificadoras y probadoras de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7544;Fumigadores y otros controladores de plagas y malas hierbas;75440;Fumigadores y otros controladores de plagas y malas hierbas / Fumigadoras y otras controladoras de plagas y malas hierbas;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7549;Otros oficiales, operarios y oficios relacionados no clasificados en otros grupos primarios;75491;Operarios y auxiliares de mecánica oftálmica / Operarias y auxiliares de mecánica oftálmica;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES;754;Otros oficiales, operarios y afines;7549;Otros oficiales, operarios y oficios relacionados no clasificados en otros grupos primarios;75499;Otros oficiales, operarios y oficios relacionados no clasificados en otras ocupaciones / Otras oficiales, operarias y oficios relacionados no clasificados en otras ocupaciones;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8111;Mineros y operadores de instalaciones mineras;81111;Mineros y canteros / Mineras y canteras;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8111;Mineros y operadores de instalaciones mineras;81112;Operadores de servicios e instalaciones mineras / Operadoras de servicios e instalaciones mineras;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8111;Mineros y operadores de instalaciones mineras;81113;Operadores de equipo pesado de minería / Operadoras de equipo pesado de minería;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8112;Operadores de instalaciones de procesamiento de minerales y rocas;81120;Operadores de instalaciones de procesamiento de minerales y rocas / Operadoras de instalaciones de procesamiento de minerales y rocas;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8113;Perforadores y sondistas de pozos y afines;81131;Perforadores de pozos de gas y petróleo / Perforadoras de pozos de gas y petróleo;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8113;Perforadores y sondistas de pozos y afines;81132;Perforadores de pozos de agua / Perforadoras de pozos de agua;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8113;Perforadores y sondistas de pozos y afines;81133;Operadores de servicios en perforación de petróleo y gas / Operadoras de servicios en perforación de petróleo y gas;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8113;Perforadores y sondistas de pozos y afines;81134;Operadores de producción de hidrocarburos / Operadoras de producción de hidrocarburos;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8113;Perforadores y sondistas de pozos y afines;81135;Operadores de servicios a pozos de hidrocarburos / Operadoras de servicios a pozos de hidrocarburos;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8113;Perforadores y sondistas de pozos y afines;81136;Operadores de torres de perforación de pozos hidrocarburos / Operadoras de torres de perforación de pozos hidrocarburos;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales;8114;Operadores de máquinas para fabricar cemento y otros productos minerales;81140;Operadores de máquinas para fabricar cemento y otros productos minerales / Operadoras de máquinas para fabricar cemento y otros productos minerales;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;812;Operadores de instalaciones de procesamiento y recubridoras de metales;8121;Operadores de instalaciones de procesamiento de metales;81210;Operadores de instalaciones de procesamiento de metales / Operadoras de instalaciones de procesamiento de metales;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;812;Operadores de instalaciones de procesamiento y recubridoras de metales;8122;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales;81220;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales / Operadoras de máquinas pulidoras, galvanizadoras y recubridoras de metales;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;813;Operadores de instalaciones y máquinas de productos químicos y fotográficos;8131;Operadores de plantas y máquinas de productos químicos;81311;Operadores de máquinas de planta química / Operadoras de máquinas de planta química;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;813;Operadores de instalaciones y máquinas de productos químicos y fotográficos;8131;Operadores de plantas y máquinas de productos químicos;81312;Operadores de planta de gas / Operadoras de planta de gas;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;813;Operadores de instalaciones y máquinas de productos químicos y fotográficos;8132;Operadores de máquinas y procesadores fotográficos y de películas;81320;Operadores de máquinas y procesadores fotográficos y de películas / Operadoras de máquinas y procesadores fotográficos y de películas;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;814;Operadores de máquinas para fabricar productos de caucho, de papel y de material plástico;8141;Operadores de máquinas para fabricar y procesar productos de caucho;81410;Operadores de máquinas para fabricar y procesar productos de caucho / Operadoras de máquinas para fabricar y procesar productos de caucho;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;814;Operadores de máquinas para fabricar productos de caucho, de papel y de material plástico;8142;Operadores de máquinas para fabricar productos de material plástico;81420;Operadores de máquinas para fabricar productos de material plástico / Operadoras de máquinas para fabricar productos de material plástico;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;814;Operadores de máquinas para fabricar productos de caucho, de papel y de material plástico;8143;Operadores de máquinas para fabricar productos de papel;81430;Operadores de máquinas para fabricar productos de papel / Operadoras de máquinas para fabricar productos de papel;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8151;Operadores de máquinas de preparación de fibras, hilado y devanado;81510;Operadores de máquinas de preparación de fibras, hilado y devanado / Operadoras de máquinas de preparación de fibras, hilado y devanado;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8152;Operadores de telares y otras máquinas tejedoras;81520;Operadores de telares y otras máquinas tejedoras / Operadoras de telares y otras máquinas tejedoras;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8153;Operadores de máquinas de coser y bordar;81530;Operadores de máquinas de coser y bordar / Operadoras de máquinas de coser y bordar;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8154;Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos;81540;Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos / Operadoras de máquinas de blanqueamiento, teñido y limpieza de tejidos;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8155;Operadores de máquinas de tratamiento de pieles y cueros;81550;Operadores de máquinas de tratamiento de pieles y cueros / Operadoras de máquinas de tratamiento de pieles y cueros;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8156;Operadores de máquinas para la fabricación de calzado y afines;81560;Operadores de máquinas para la fabricación de calzado y afines / Operadoras de máquinas para la fabricación de calzado y afines;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8157;Operadores de máquinas de lavandería;81570;Operadores de máquinas de lavandería / Operadoras de máquinas de lavandería;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;815;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero;8159;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados en otros grupos primarios;81590;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificadas en otras ocupaciones / Operadoras de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificadas en otras ocupaciones;
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES;81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS;816;Operadores de máquinas para elaborar alimentos y productos afines;8160;Operadores de máquinas para elaborar alimentos y productos afines;81600;Operadores de máquinas para elaborar alimentos y productos afines / Operadoras de máquinas para elaborar alimentos y productos afines;
