Código del Gran Grupo;Nombre del Gran Grupo;Código del Subgrupo Principal;Nombre del Subgrupo Principal;Código del Subgrupo;Nombre del Subgrupo;Código del Grupo Primario;Nombre del Grupo Primario;Código de la Ocupación;Nombre de la Ocupación;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;331;Técnicos y profesionales del nivel medio en finanzas y matemáticas;3313;Técnicos de contabilidad, asistentes y afines;33131;Asistentes contables / Asistentas contables;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;331;Técnicos y profesionales del nivel medio en finanzas y matemáticas;3313;Técnicos de contabilidad, asistentes y afines;33132;Asistentes financieros / Asistentas financieras;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;331;Técnicos y profesionales del nivel medio en finanzas y matemáticas;3313;Técnicos de contabilidad, asistentes y afines;33133;Asistentes de tesorería / Asistentas de tesorería;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;331;Técnicos y profesionales del nivel medio en finanzas y matemáticas;3313;Técnicos de contabilidad, asistentes y afines;33134;Técnicos de contabilidad y afines / Técnicas de contabilidad y afines;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;331;Técnicos y profesionales del nivel medio en finanzas y matemáticas;3314;Técnicos y profesionales del nivel medio de servicios estadísticos, matemáticos y afines;33140;Técnicos y profesionales del nivel medio de servicios estadísticos, matemáticos y afines / Técnicas y profesionales del nivel medio de servicios estadísticos, matemáticos y afines;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;331;Técnicos y profesionales del nivel medio en finanzas y matemáticas;3315;Tasadores, avaluadores y liquidadores de seguros;33150;Tasadores, avaluadores y liquidadores de seguros / Tasadoras, avaluadoras y liquidadoras de seguros;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;332;Agentes comerciales y corredores;3321;Agentes y corredores de seguros;33210;Agentes y corredores de seguros / Agentes y corredoras de seguros;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;332;Agentes comerciales y corredores;3322;Representantes comerciales;33220;Representantes comerciales;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;332;Agentes comerciales y corredores;3323;Agentes de compras;33230;Agentes de compras;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;332;Agentes comerciales y corredores;3324;Agentes de operaciones comerciales y consignatarios;33240;Agentes de operaciones comerciales y consignatarios;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3331;Declarantes o gestores de aduana;33311;Asistentes de comercio exterior / Asistentas de comercio exterior;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3331;Declarantes o gestores de aduana;33312;Gestores y agentes de servicios de aduana / Gestoras y agentes de servicios de aduana;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3332;Coordinadores y productores de conferencias, eventos y espectáculos;33320;Coordinadores y productores de conferencias, eventos y espectáculos / Coordinadoras y productoras de conferencias, eventos y espectáculos;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3333;Agentes de empleo y contratistas de mano de obra;33330;Agentes de empleo y contratistas de mano de obra;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3334;Agentes inmobiliarios;33340;Agentes inmobiliarios / Agentes inmobiliarias;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3339;Agentes de servicios comerciales no clasificados en otros grupos primarios;33391;Agentes y promotores culturales, artísticos y deportivos / Agentes y promotoras culturales, artísticas y deportivas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3339;Agentes de servicios comerciales no clasificados en otros grupos primarios;33392;Asistentes de mercadeo, publicidad y comunicaciones / Asistentas de mercadeo, publicidad y comunicaciones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3339;Agentes de servicios comerciales no clasificados en otros grupos primarios;33393;Auxiliares de promoción artística;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;333;Agentes de servicios empresariales;3339;Agentes de servicios comerciales no clasificados en otros grupos primarios;33399;Agentes de servicios comerciales no clasificados en otras ocupaciones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3341;Supervisores de oficina;33411;Supervisores administrativos / Supervisoras administrativas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3341;Supervisores de oficina;33412;Supervisores de entidades financieras / Supervisoras de entidades financieras;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3341;Supervisores de oficina;33413;Supervisores y coordinadores de procesos de negocio, empleados de información y servicio al cliente / Supervisoras y coordinadoras de procesos de negocio, empleadas de información y servicio al cliente;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3341;Supervisores de oficina;33414;Supervisores de personal de correo y mensajería / Supervisoras de personal de correo y mensajería;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3341;Supervisores de oficina;33415;Supervisores de almacenamiento, inventario y distribución / Supervisoras de almacenamiento, inventario y distribución;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3341;Supervisores de oficina;33416;Supervisores de operación de transporte ferroviario / Supervisoras de operación de transporte ferroviario;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3341;Supervisores de oficina;33417;Supervisores de operación de transporte terrestre (no ferroviario) / Supervisoras de operación de transporte terrestre (no ferroviario);
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3342;Secretarios jurídicos;33420;Secretarios jurídicos / Secretarias jurídicas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3343;Secretarios y asistentes administrativos y ejecutivos;33431;Asistentes administrativos / Asistentas administrativas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3343;Secretarios y asistentes administrativos y ejecutivos;33432;Asistentes de talento humano / Asistentas de talento humano;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3343;Secretarios y asistentes administrativos y ejecutivos;33433;Técnicos en archivística / Técnicas en archivística;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;334;Secretarios administrativos y especializados;3344;Secretarios médicos;33440;Secretarios médicos / Secretarias médicas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3351;Inspectores de aduana, fronteras y migración;33510;Inspectores de aduana, fronteras y migración / Inspectoras de aduana, fronteras y migración;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3352;Agentes de administración tributaria;33520;Agentes de administración tributaria;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3353;Funcionarios e inspectores de servicios de seguridad social;33530;Funcionarios e inspectores de servicios de seguridad social / Funcionarias e inspectoras de servicios de seguridad social;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3354;Funcionarios e inspectores gubernamentales de expedición de licencias;33540;Funcionarios e inspectores gubernamentales de expedición de licencias / Funcionarias e inspectoras gubernamentales de expedición de licencias;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3355;Inspectores de policía, detectives e investigadores criminalísticos;33551;Inspectores y detectives de policía / Inspectoras y detectives de policía;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3355;Inspectores de policía, detectives e investigadores criminalísticos;33552;Técnicos investigadores criminalísticos y judiciales / Técnicas investigadoras criminalísticas y judiciales;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3355;Inspectores de policía, detectives e investigadores criminalísticos;33553;Investigadores criminalísticos y judiciales / Investigadoras criminalísticas y judiciales;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;33;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO EN LAS FINANZAS Y LA ADMINISTRACION;335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones;3359;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones no clasificados en otros grupos primarios;33590;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones no clasificados en otras ocupaciones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;341;Técnicos y profesionales del nivel medio de servicios jurídicos, sociales y religiosos;3411;Técnicos y profesionales del nivel medio del derecho, de servicios legales y afines;34111;Asistentes de juzgados, tribunales y afines / Asistentas de juzgados, tribunales y afines;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;341;Técnicos y profesionales del nivel medio de servicios jurídicos, sociales y religiosos;3411;Técnicos y profesionales del nivel medio del derecho, de servicios legales y afines;34112;Auxiliares de tribunales;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;341;Técnicos y profesionales del nivel medio de servicios jurídicos, sociales y religiosos;3411;Técnicos y profesionales del nivel medio del derecho, de servicios legales y afines;34113;Asistentes legales y afines / Asistentas legales y afines;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;341;Técnicos y profesionales del nivel medio de servicios jurídicos, sociales y religiosos;3411;Técnicos y profesionales del nivel medio del derecho, de servicios legales y afines;34119;Técnicos y profesionales del nivel medio del derecho, de servicios legales y afines, no clasificados en otras ocupaciones / Técnicas y profesionales del nivel medio del derecho, de servicios legales y afines, no clasificadas en otras ocupaciones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;341;Técnicos y profesionales del nivel medio de servicios jurídicos, sociales y religiosos;3412;Trabajadores y asistentes sociales y comunitarios;34120;Trabajadores y asistentes sociales y comunitarios / Trabajadoras y asistentes sociales y comunitarias;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;341;Técnicos y profesionales del nivel medio de servicios jurídicos, sociales y religiosos;3413;Auxiliares laicos de las religiones;34130;Auxiliares laicos de las religiones / Auxiliares laicas de las religiones;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;342;Entrenadores de deportes y aptitud física;3421;Atletas y deportistas;34210;Atletas y deportistas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;342;Entrenadores de deportes y aptitud física;3422;Entrenadores, instructores y árbitros de actividades deportivas;34221;Entrenadores y preparadores físicos / Entrenadoras y preparadoras físicas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;342;Entrenadores de deportes y aptitud física;3422;Entrenadores, instructores y árbitros de actividades deportivas;34222;Árbitros / Árbitras;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;342;Entrenadores de deportes y aptitud física;3423;Instructores de educación física y actividades recreativas;34231;Instructores de educación física y recreación / Instructoras de educación física y recreación;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;342;Entrenadores de deportes y aptitud física;3423;Instructores de educación física y actividades recreativas;34232;Recreadores / Recreadoras;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;343;Técnicos y profesionales del nivel medio en actividades culturales, artísticas y culinarias;3431;Fotógrafos;34310;Fotógrafos / Fotógrafas;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;343;Técnicos y profesionales del nivel medio en actividades culturales, artísticas y culinarias;3432;Decoradores de interiores;34320;Decoradores de interiores / Decoradoras de interiores;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;343;Técnicos y profesionales del nivel medio en actividades culturales, artísticas y culinarias;3433;Técnicos en galerías de arte, museos y bibliotecas;34331;Ocupaciones técnicas relacionadas con museos y galerías;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;343;Técnicos y profesionales del nivel medio en actividades culturales, artísticas y culinarias;3433;Técnicos en galerías de arte, museos y bibliotecas;34332;Técnicos en biblioteca / Técnicas en biblioteca;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;343;Técnicos y profesionales del nivel medio en actividades culturales, artísticas y culinarias;3433;Técnicos en galerías de arte, museos y bibliotecas;34333;Técnicos en promoción y animación a la lectura y la escritura / Técnicas en promoción y animación a la lectura y la escritura;
3;TÉCNICOS Y PROFESIONALES DEL NIVEL MEDIO;34;TECNICOS Y PROFESIONALES DEL NIVEL MEDIO DE SERVICIOS JURIDICOS, SOCIALES, CULTURALES Y AFINES;343;Técnicos y profesionales del nivel medio en actividades culturales, artísticas y culinarias;3434;Chefs;34340;Chefs;
